,biogas,capacity_ren,capacity_offshore,capacity_pv,demand,insulation,learning,elasticity,gasprices,woodprices,cop
S6335,Biogas-,Ren-,Offshore-,reference,Sufficiency,NoPolicy,Learning-,Elasticity-,PriceGas+,PriceWood+,COP+
S6336,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,reference,reference,reference
S6337,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,reference,reference,COP+
S6338,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,reference,PriceWood+,reference
S6339,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,reference,PriceWood+,COP+
S6340,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,PriceGas+,reference,reference
S6341,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,PriceGas+,reference,COP+
S6342,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,PriceGas+,PriceWood+,reference
S6343,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,reference,PriceGas+,PriceWood+,COP+
S6344,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,reference,reference,reference
S6345,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,reference,reference,COP+
S6346,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,reference,PriceWood+,reference
S6347,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,reference,PriceWood+,COP+
S6348,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,reference,reference
S6349,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,reference,COP+
S6350,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,PriceWood+,reference
S6351,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity+,PriceGas+,PriceWood+,COP+
S6352,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,reference,reference,reference
S6353,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,reference,reference,COP+
S6354,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,reference,PriceWood+,reference
S6355,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,reference,PriceWood+,COP+
S6356,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,reference,reference
S6357,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,reference,COP+
S6358,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,PriceWood+,reference
S6359,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,reference,Elasticity-,PriceGas+,PriceWood+,COP+
S6360,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,reference,reference,reference
S6361,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,reference,reference,COP+
S6362,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,reference,PriceWood+,reference
S6363,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,reference,PriceWood+,COP+
S6364,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,PriceGas+,reference,reference
S6365,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,PriceGas+,reference,COP+
S6366,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,PriceGas+,PriceWood+,reference
S6367,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,reference,PriceGas+,PriceWood+,COP+
S6368,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,reference,reference,reference
S6369,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,reference,reference,COP+
S6370,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,reference,PriceWood+,reference
S6371,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,reference,PriceWood+,COP+
S6372,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,reference,reference
S6373,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,reference,COP+
S6374,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,PriceWood+,reference
S6375,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity+,PriceGas+,PriceWood+,COP+
S6376,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,reference,reference,reference
S6377,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,reference,reference,COP+
S6378,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,reference,PriceWood+,reference
S6379,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,reference,PriceWood+,COP+
S6380,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,reference,reference
S6381,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,reference,COP+
S6382,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,PriceWood+,reference
S6383,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning+,Elasticity-,PriceGas+,PriceWood+,COP+
S6384,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,reference,reference,reference
S6385,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,reference,reference,COP+
S6386,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,reference,PriceWood+,reference
S6387,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,reference,PriceWood+,COP+
S6388,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,PriceGas+,reference,reference
S6389,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,PriceGas+,reference,COP+
S6390,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,PriceGas+,PriceWood+,reference
S6391,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,reference,PriceGas+,PriceWood+,COP+
S6392,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,reference,reference,reference
S6393,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,reference,reference,COP+
S6394,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,reference,PriceWood+,reference
S6395,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,reference,PriceWood+,COP+
S6396,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,reference,reference
S6397,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,reference,COP+
S6398,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,PriceWood+,reference
S6399,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity+,PriceGas+,PriceWood+,COP+
S6400,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,reference,reference,reference
S6401,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,reference,reference,COP+
S6402,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,reference,PriceWood+,reference
S6403,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,reference,PriceWood+,COP+
S6404,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,reference,reference
S6405,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,reference,COP+
S6406,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,PriceWood+,reference
S6407,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,reference,Learning-,Elasticity-,PriceGas+,PriceWood+,COP+
S6408,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,reference,reference,reference
S6409,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,reference,reference,COP+
S6410,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,reference,PriceWood+,reference
S6411,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,reference,PriceWood+,COP+
S6412,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,reference,reference
S6413,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,reference,COP+
S6414,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,PriceWood+,reference
S6415,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,reference,PriceGas+,PriceWood+,COP+
S6416,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,reference,reference
S6417,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,reference,COP+
S6418,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,PriceWood+,reference
S6419,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,reference,PriceWood+,COP+
S6420,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,reference,reference
S6421,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,reference,COP+
S6422,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,PriceWood+,reference
S6423,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity+,PriceGas+,PriceWood+,COP+
S6424,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,reference,reference
S6425,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,reference,COP+
S6426,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,PriceWood+,reference
S6427,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,reference,PriceWood+,COP+
S6428,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,reference,reference
S6429,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,reference,COP+
S6430,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,PriceWood+,reference
S6431,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,reference,Elasticity-,PriceGas+,PriceWood+,COP+
S6432,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,reference,reference,reference
S6433,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,reference,reference,COP+
S6434,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,reference,PriceWood+,reference
S6435,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,reference,PriceWood+,COP+
S6436,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,reference,reference
S6437,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,reference,COP+
S6438,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,PriceWood+,reference
S6439,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,reference,PriceGas+,PriceWood+,COP+
S6440,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,reference,reference
S6441,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,reference,COP+
S6442,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,PriceWood+,reference
S6443,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,reference,PriceWood+,COP+
S6444,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,reference,reference
S6445,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,reference,COP+
S6446,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,PriceWood+,reference
S6447,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity+,PriceGas+,PriceWood+,COP+
S6448,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,reference,reference
S6449,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,reference,COP+
S6450,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,PriceWood+,reference
S6451,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,reference,PriceWood+,COP+
S6452,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,reference,reference
S6453,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,reference,COP+
S6454,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,PriceWood+,reference
S6455,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning+,Elasticity-,PriceGas+,PriceWood+,COP+
S6456,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,reference,reference,reference
S6457,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,reference,reference,COP+
S6458,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,reference,PriceWood+,reference
S6459,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,reference,PriceWood+,COP+
S6460,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,PriceGas+,reference,reference
S6461,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,PriceGas+,reference,COP+
S6462,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,PriceGas+,PriceWood+,reference
S6463,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,reference,PriceGas+,PriceWood+,COP+
S6464,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,reference,reference,reference
S6465,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,reference,reference,COP+
S6466,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,reference,PriceWood+,reference
S6467,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,reference,PriceWood+,COP+
S6468,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,PriceGas+,reference,reference
S6469,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,PriceGas+,reference,COP+
S6470,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,PriceGas+,PriceWood+,reference
S6471,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity+,PriceGas+,PriceWood+,COP+
S6472,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,reference,reference,reference
S6473,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,reference,reference,COP+
S6474,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,reference,PriceWood+,reference
S6475,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,reference,PriceWood+,COP+
S6476,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,PriceGas+,reference,reference
S6477,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,PriceGas+,reference,COP+
S6478,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,PriceGas+,PriceWood+,reference
S6479,Biogas-,Ren-,Offshore-,reference,Reindustrialisation,NoPolicy,Learning-,Elasticity-,PriceGas+,PriceWood+,COP+
S6480,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,reference,reference,reference
S6481,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,reference,reference,COP+
S6482,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,reference,PriceWood+,reference
S6483,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,reference,PriceWood+,COP+
S6484,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,PriceGas+,reference,reference
S6485,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,PriceGas+,reference,COP+
S6486,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,PriceGas+,PriceWood+,reference
S6487,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,reference,PriceGas+,PriceWood+,COP+
S6488,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,reference,reference,reference
S6489,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,reference,reference,COP+
S6490,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,reference,PriceWood+,reference
S6491,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,reference,PriceWood+,COP+
S6492,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,PriceGas+,reference,reference
S6493,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,PriceGas+,reference,COP+
S6494,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,PriceGas+,PriceWood+,reference
S6495,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity+,PriceGas+,PriceWood+,COP+
S6496,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity-,reference,reference,reference
S6497,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity-,reference,reference,COP+
S6498,Biogas-,Ren-,Offshore-,PV-,reference,reference,reference,Elasticity-,reference,PriceWood+,reference
